English,Image,Audio,Type,Word_1,Word_2,Word_3,Word_4,Word_Example_1,Word_Example_2,Word_Example_3,Word_Example_4,Arabic,Chinese_HK,Chinese_CH,Chinese_TW,French,Dutch,German,Greek,Hindi,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese_BR,Portuguese_PT,Russian,Spanish,Thai,Vietnamese,Word_Example_1_Audio,Word_Example_2_Audio,Word_Example_3_Audio,Word_Example_4_Audio,Tag
"I said, ""No, I'm not successful.""","<img src=""eight_traits_of_successful_people_010.jpg"">",[sound:eight_traits_of_successful_people_010.wav],I said No Im not successful,not successful: lacking success,,,,"Despite his efforts, he admitted he was not successful in business.",,,,"قلت، ""لا، أنا لست ناجح""",,我回答说，“不，我不成功。”,我回答：「我並不成功。」,Je lui ai répondu que non.,is er nou aan dart succesvol,"Ich antwortete: ""Nein, ich bin nicht erfolgreich.""",,,"Saya jawab, ""Tidak, aku tidak sukses.""","Risposi: ""Non sono un uomo di successo""",「そうでもないよ」と返事をしました,"저는 답했어요. ""아니, 나는 성공하지 못했어.""",,"Powiedziałem, że nie.","Eu disse: ""Não, não sou bem-sucedido.""","Eu disse: ""Não, não tenho êxito"".","Я ответил: «Нет, я не успешный».","Le dije: ""No, no lo soy"".","ผมตอบเธอว่า ""ไม่ ผมไม่ประสบความสำเร็จ""","Tôi nói: ""Không, bác không thành công"".",[sound:hypertts-591c71c980766f1a70f742603d34d2471d8d842818228297121fe407.mp3],,,,eight_traits_of_successful_people ted-ed
"Terry Fox, my hero, now there's a big success.","<img src=""eight_traits_of_successful_people_011.jpg"">",[sound:eight_traits_of_successful_people_011.wav],Terry Fox my hero now theres a big success,big success: very successful person,hero: admired role model,,,Her novel became a big success worldwide.,Mandela was considered a hero for his courage.,,,تيري فوكس، بطلي يعتبر هذا نجاحًا كبيرًا,,"我的偶像，Terry Fox, 他才是真正的成功",我的偶像，泰瑞福克斯,"Terry Fox, mon héro, voilà un homme qui a réussi.",terry fox mijn giro nou de eerste big,"Terry Fox, mein Held hier, ist ein großer Erfolg.",,,"Terry Fox, pahlawan saya, dia sukses.","Terry Fox, il mio eroe, quello è un grande successo.",私のヒーローであるテリー・フォックスは 大成功者でしょう,제 영웅인 테리 폭스는 큰 성공을 했습니다.,,"Terry Fox, mój bohater, odniósł ogromny sukces.","Terry Fox, meu herói, esse sim foi um grande sucesso.","Terry Fox, o meu herói, é que é um grande êxito.","Мой герой, Терри Фокс, имел большой успех.","Terry Fox, mi héroe, tiene mucho éxito.",เทอรี่ ฟอกซ์ วีรบุรุษของผม นั่นคือผู้ที่ประสบความสำเร็จ,"Terry Fox, người hùng của tôi bấy giờ là một thành công vĩ đại.",[sound:hypertts-4d315049c31a66a397b384a9832afb3435496e2f19328e08e55018d6.mp3],[sound:hypertts-3990624eea6acecd59f5ca4c546db0c267e328a7eafb2580c6bfa506.mp3],,,eight_traits_of_successful_people ted-ed
"He lost a leg to cancer, then ran thousands of miles<br>and raised millions for cancer research.","<img src=""eight_traits_of_successful_people_012.jpg"">",[sound:eight_traits_of_successful_people_012.wav],He lost a leg to cancer then ran thousands of miles and raised millions for cancer research,lost a leg to cancer: suffered amputation due to cancer,raised millions: collected large sums (for charity),,,The soldier lost a leg to cancer but continued working.,The campaign raised millions for disaster relief.,,,لقد فقد إحدى ساقيه بسبب السرطان، ثم ركض آلاف الأميال<br>وجمع الملايين لأبحاث السرطان,,他因为癌症失去了一条腿， 然后跑了几千英里，<br>为癌症研究筹集了上百万（资金）。,因為癌症失去一條腿的他 跑遍數千英哩<br>並為癌症研究籌得百萬募款,"Le cancer lui a dérobé une jambe, mais il a couru des milliers de km<br>pour lever des fonds pour la recherche contre le cancer.",je lasterlijk de catchers en rent als<br>een miles een race,"Durch Krebs verlor er ein Bein, rannte dann tausende Meilen<br>und sammelte Millionen für die Krebsforschung.",,,"Ia berlari beribu-ribu mil setelah kanker merenggut kakinya,<br>dan menggalang berjuta-juta dana untuk penelitian kanker.","Ha perso una gamba per un cancro, poi ha corso migliaia di chilometri<br>e ha raccolto milioni per la ricerca sul cancro.",癌で片足を無くしながら 何千キロも走り<br>癌研究の為に何百万ドルも 集めたんだから,암으로 한 다리를 잃었는데도 수천 킬로를 뛰어<br>암 연구를 위해 수백만불을 모금했습니다.,,"Przez raka stracił nogę,<br>a potem przebiegł tysiące mil, zbierając fundusze na badania.","Ele perdeu uma perna para o câncer, então correu milhares de quilômetros<br>e conseguiu milhões em doações para pesquisas sobre câncer.","Ficou sem uma perna, com um cancro, percorreu milhares de quilómetros<br>e angariou milhões para a investigação do cancro.","Из-за рака он лишился ноги, но смог пробежать тысячи километров<br>и собрал миллионы на изучение рака.","Perdió una pierna por cáncer, y luego corrió miles de km<br>y recaudó millones para la investigación del cáncer.",เขาเสียขาไปเพราะโรคมะเร็ง แต่กลับออกวิ่งเป็นระยะยทางหลายพันไมล์<br>และระดมทุนได้หลายล้านดอลลาร์เพื่อใช้วิจัยโรคมะเร็ง,"Anh ấy mất một chân vì ung thư, rồi chạy bộ hàng nghìn km<br>và gây quỹ hàng triệu cho nghiên cứu ung thư.",[sound:hypertts-c41c5e67de3eb9042d6920348d11d6ce3c0f7f0924f0d8eac91e73a7.mp3],[sound:hypertts-833c5be69c0bf2e5db7c6911c67de58aaa8a318ff79563e1feab67ba.mp3],,,eight_traits_of_successful_people ted-ed
"Or Bill Gates, a guy who owns his own plane<br>and doesn't have to sit next to some kid asking him questions.","<img src=""eight_traits_of_successful_people_013.jpg"">",[sound:eight_traits_of_successful_people_013.wav],Or Bill Gates a guy who owns his own plane and doesnt have to sit next to some kid asking him questions,owns his own plane: symbol of wealth,doesn’t have to: not required to,,,The CEO owns his own plane for international travel.,She doesn’t have to worry about money anymore.,,,أو بيل غيتس,,"或者Bill Gates, 一个拥有自己的飞机的人，<br>不用坐在一个不停问他问题的孩子旁边。",又或者是比爾蓋茲<br>根本不需要坐在 某個小孩旁邊接受提問,Bill Gates. Cet homme possède son avion.<br>Basta les voyages à côté d'un gosse qui pose des questions.,gates kay onze zo'n plein dat net is het<br>nexus mp60 questions,"Oder Bill Gates, der ein eigenes Flugzeug besitzt<br>und nicht neben irgendeinem neugierigen Kind sitzen muss.",,,"Atau Bill Gates, ia memiliki pesawat pribadi<br>dan tidak harus duduk di sebelah anak yang banyak bertanya.","O Bill Gates, che ha un aereo suo<br>senza nessuna ragazzina che lo riempie di domande.",それから ビル・ゲイツ,"또는 빌 게이츠, 그는 전용 비행기를 갖고 있고<br>질문을 쏟아붓는 아이 옆에 앉을 필요가 없죠.",,"Albo Bill Gates, gość ma własny samolot i nie musi znosić dociekliwego dziecka.","Ou Bill Gates, um cara que tem seu próprio avião,<br>e não tem que sentar ao lado de uma menina que fica fazendo perguntas.","Ou Bill Gates, um tipo que tem um avião privativo<br>e não é obrigado a ir sentado com uma miúda a fazer-lhe perguntas.","Или Билл Гейтс, у которого есть свой самолёт, <br>ему не приходится сидеть рядом с ребёнком, который задаёт вопросы.","O Bill Gates, un hombre con avión propio que<br>no tiene que estar sentado al lado de un chica que le hace preguntas.",หรือบิลล์ เกตส์ ผู้ชายซึ่งมีเครื่องบินส่วนตัว,"Hay Bill Gates, một tay sở hữu máy bay riêng<br>và không phải ngồi cạnh những đứa trẻ luôn đặt câu hỏi cho anh ta.",[sound:hypertts-d20a923cdc4436760c51cbcde4438cdf3ffb765b484dae0094283dde.mp3],[sound:hypertts-59633a270bfd356b4269310a8fbdd29ed60f7bfd5aa42d00f5d9733c.mp3],,,eight_traits_of_successful_people ted-ed
(Laughter)<br>But then I told her about some of the stuff I'd done.,"<img src=""eight_traits_of_successful_people_014.jpg"">",[sound:eight_traits_of_successful_people_014.wav],But then I told her about some of the stuff Id done,"stuff I'd done: informal, things I accomplished",,,,He shared some of the stuff he’d done during his travels.,,,,(ضحك)<br>ولكن بعد ذلك أخبرتها عن بعض الأشياء التي فعلتها,,（笑声）<br>但是之后我告诉了她我所完成的一些事。,但之後，我和她分享了一些我的經歷,(Rires)<br>Je lui ai ensuite parlé des choses que j'avais réalisées.,die tot deur boek samen dus die daan en,(Lachen)<br>Aber dann erzählte ich ihr von meinen Projekten.,,,(Gelak tawa)<br>Lalu saya bercerita tentang hal-hal yang telah saya lakukan.,(Risate)<br>Poi le ho raccontato alcune cose che ho fatto.,（笑い）<br>でも 私が何をやってきたか 話しました,(웃음)<br>하지만 저는 그녀에게 제가 한 일을 얘기했습니다.,,"(Śmiech)<br>Potem opowiedziałem jej o rzeczach, które zrobiłem.",(Risos)<br>Mas então eu contei a ela sobre algumas coisas que fiz.,(Risos)<br>Mas então falei-lhe de algumas coisas que tenho feito.,"(Смех)<br>Потом я рассказал о некоторых вещах, которые мне удалось сделать.",(Risas)<br>Pero luego le hablé de algunas cosas que había hecho.,(เสียงหัวเราะ)<br>แต่ผมก็ได้บอกเธอเกี่ยวกับสิ่งที่ผมทำ,"(Cười)<br>Sau đó, tôi chia sẻ với cô bé vài điều mà tôi đã làm được.",[sound:hypertts-303a9450c7fd0a562be0a6d980deb9a3f3402a35d1450d2806fccbdb.mp3],,,,eight_traits_of_successful_people ted-ed
"I love communications, and I've won lots of awards in marketing.","<img src=""eight_traits_of_successful_people_015.jpg"">",[sound:eight_traits_of_successful_people_015.wav],I love communications and Ive won lots of awards in marketing,won awards: received recognition,communications: field of study/profession in media,,,She won awards for her groundbreaking research.,He majored in communications at university.,,,أنا أحب الاتصالات، ولقد فزت بالكثير من الجوائز في مجال التسويق,,我热爱传媒， 并在营销上获奖颇丰。,我樂於與人接觸,J'adore la communication. J'ai aussi gagné des prix en marketing.,lef communications and while other,Ich liebe Kommunikation und habe viele Preise in Marketing bekommen.,,,"Saya cinta komunikasi, dan banyak memenangi piala dalam bidang marketing.",Amo la comunicazione e ho vinto molti premi di marketing.,コミュニケーションが好きで マーケティング分野でいくつも賞をもらいました,저는 대화를 좋아하고 마케팅에서 많은 상을 받았습니다.,,Kocham PR i wygrałem wiele nagród w dziedzinie marketingu.,"Eu amo comunicação, e ganhei vários prêmios em marketing.","Adoro a comunicação, e ganhei montes de prémios em ""marketing"".",Я люблю коммуникации и получил множество наград по маркетингу.,"Me encanta la comunicación, y he ganado muchos premios de marketing.",ผมรักการสื่อสาร และผมได้รางวัลมากมายในด้านการตลาด,Tôi yêu truyền thông và giành được nhiều giải thưởng trong lĩnh vực marketing,[sound:hypertts-30381e35ea0f6ddb47515d21fd3fa73cbc3eadd71e8a9be926fa8906.mp3],[sound:hypertts-98d4bc56d796401c7e509f3a00a8b8e7d1f43fcb58470dd83cb0a4a0.mp3],,,eight_traits_of_successful_people ted-ed
"I love running, and I still sometimes win my age group,<br>old farts over 60.","<img src=""eight_traits_of_successful_people_016.jpg"">",[sound:eight_traits_of_successful_people_016.wav],I love running and I still sometimes win my age group old farts over 60,win my age group: place first in a specific age category,age group: competition category by age,,,She managed to win her age group in the triathlon.,The competition divided athletes by age group.,,,أحب الجري، ولا أزال في بعض الأحيان أفوز في فئتي العمرية<br>المسنون فوق الستين,,我热爱跑步， 并时常在我的年龄组获胜，<br>60岁以上的老年组。,我熱愛跑步<br>雖然全都是超過六十歲的老屁股,J'aime bien courir.<br>les vieux de plus de 60 ans.,hour 60,"Ich laufe gerne und gewinne noch ab und an in meiner Altersgruppe,<br>alte Säcke über 60.",,,"Saya cinta lari, dan terkadang menjadi juara dalam kategori umur saya,<br>tua renta di atas 60 tahun.","Amo correre, e certe volte vinco nella mia categoria d'età,<br>vecchioni ultrasessantenni.",走る事も好きで 今でも 年齢別のレースで勝つ事があります<br>60歳以上のじいさんばかりですけどね,저는 달리기를 좋아해서 아직도 제 또래 사람들인<br>60이상 노인들을 이깁니다. (웃음),,Kocham biegać i czasem nadal wygrywam w grupie wiekowej starych pryków po 60.,"Eu adoro correr, e às vezes ganho na minha categoria:<br>a de velhos chatos acima de 60 anos.","Adoro correr e, às vezes, ainda ganho no meu grupo etário,<br>velhotes com mais de 60 anos.",Я люблю бег и до сих пор иногда выигрываю в своей возрастной группе<br>старпёров старше 60 лет.,"Me encanta correr, y todavía a veces ganó en mi grupo de edad,<br>de viejitos de más de 60.",ผมรักการวิ่ง บางครั้งผมก็ชนะผู้คนในรุ่นราวคราวเดียวกัน<br>กลุ่มผู้สูงสัยที่อายุเกิน 60,Tôi thích chạy và thỉnh thoảng đoạt cúp ở lứa tuổi của mình<br>tuổi trên 60.,[sound:hypertts-9f60a44ee4c284ebbd9881e7fc1300c40645648034042e1d3890b9f5.mp3],[sound:hypertts-09cca2465a7ed9c6ee5a4051baaa93478cf92379d33ecc5750efe050.mp3],,,eight_traits_of_successful_people ted-ed
"(Laughter)<br>My fastest marathon is two hours and 43 minutes<br>to run the 26 miles, or 42 kilometers.","<img src=""eight_traits_of_successful_people_017.jpg"">",[sound:eight_traits_of_successful_people_017.wav],My fastest marathon is two hours and 43 minutes to run the 26 miles or 42 kilometers,fastest marathon: quickest marathon time,26 miles/42 kilometers: standard marathon distance,,,His fastest marathon time was under three hours.,The marathon covered 26 miles through the city streets.,,,(ضحك)<br>أسرع رقم في ماراثون لي هو ساعتين و 43 دقيقة<br>لركض 26 ميل، أو 42 كم,,我最快的马拉松成绩是两小时四十三分钟，<br>我最快的马拉松成绩是两小时四十三分钟，<br>跑完26英里，也就是42千米。,我最快的紀錄是在2小時43分內<br>我最快的紀錄是在2小時43分內<br>跑完26英哩，可以換算成42公里,"(Rires)<br>Mon meilleur temps est de deux heures et 43 minutes,<br>pour un marathon, 42 km.",het testen smart a nice to our zijn poly<br>het testen smart a nice to our zijn poly<br>3 minutes to run a 20 x mooier voor die,(Lachen)<br>In meinem schnellsten Marathon lief ich in 2 Stunden und 43 Minuten<br>26 Meilen (42 Kilometer).,,,"Lomba maraton tercepat saya adalah dua jam 43 menit<br>Lomba maraton tercepat saya adalah dua jam 43 menit<br>untuk jarak 26 mil, atau 42 kilometer.",Il mio record nella maratona è di 2 ore e 43 minuti<br>Il mio record nella maratona è di 2 ore e 43 minuti<br>per correre 42 chilometri.,42キロのマラソンで 2時間43分というのが<br>42キロのマラソンで 2時間43分というのが<br>自己最高記録です,제 마라톤 기록은 2시간 43분으로<br>제 마라톤 기록은 2시간 43분으로<br>26마일이나 42킬로를 달린 거죠. (박수),,"Mój najszybszy maraton, 26 mil, czyli 42 kilometry<br>Mój najszybszy maraton, 26 mil, czyli 42 kilometry<br>przebiegłem w dwie godziny i 43 minuty.","A minha maratona mais rápida foi de 2 horas e 43 minutos,<br>A minha maratona mais rápida foi de 2 horas e 43 minutos,<br>para correr os 42 quilômetros.","(Risos)<br>A minha maratona mais rápida é 2 horas e 43 minutos<br>para correr as 26 milhas, ou seja, 42 quilómetros.","Мой самый быстрый марафон длился 2 часа и 43 минуты,<br>Мой самый быстрый марафон длился 2 часа и 43 минуты,<br>я пробежал 26 миль, или 42 километра.",Mi maratón más rápido es de dos horas y 43 minutos<br>Mi maratón más rápido es de dos horas y 43 minutos<br>corriendo 42 km.,การวิ่งมาราธอนที่เร็วที่สุดของผม ใช้เวลา 2 ชั่วโมง 43 นาที<br>ในการวิ่ง 26 ไมล์ หรือ 42 กิโลเมตร,"Lần chạy marathon nhanh nhất của tôi là 2 giờ 43 phút<br>Lần chạy marathon nhanh nhất của tôi là 2 giờ 43 phút<br>vượt qua 26 dặm, hay 42 km.",[sound:hypertts-7f91179471457806fb1aa2a2d382fda81b4e4bf43c171adc184e5944.mp3],[sound:hypertts-f1b11b2f7fa54eaa04ec003b248ccb13bd2e3ea61321a78d0497eb9c.mp3],,,eight_traits_of_successful_people ted-ed
"I've run over 50 marathons, in all 7 continents.","<img src=""eight_traits_of_successful_people_018.jpg"">",[sound:eight_traits_of_successful_people_018.wav],Ive run over 50 marathons in all 7 continents,"all 7 continents: worldwide, across every continent",run over 50 marathons: completed many races,,,He has traveled to all 7 continents.,She has run over 50 marathons during her career.,,,لقد جريت في 50 سباق ماراثون، في جميع القارات السبع,,我总共在7大洲跑完过50多次马拉松。,我參加過50場以上的 馬拉松比賽 ，跑遍七大洲,"J'ai couru plus de 50 marathons, sur les 7 continents.",,Ich bin über 50 Marathons auf 7 Kontinenten gelaufen.,,,"Saya telah mengikuti lebih dari 50 maraton, di tujuh benua.","Ho corso più di 50 maratone, in tutti e 7 i continenti.",全７大陸で50回以上 マラソンをしてきました,저는 7개 대륙에서 50 이상의 마라톤을 달렸어요.,,Przebiegłem ponad 50 maratonów na wszystkich siedmiu kontynentach.,"Eu já corri mais de 50 maratonas, nos 7 continentes.",Já corri mais de 50 maratonas em todos os sete continentes.,Я бегал в 50 марафонах на всех семи континентах.,"He corrido más de 50 maratones, en los 7 continentes.",ผมวิ่งมาราธอนมาแล้วกว่า 50 ครั้ง ทั่วทั้ง 7 ทวีป,Tôi đã tham gia 50 cuộc thi marathon ở 7 lục địa.,[sound:hypertts-73233643d2dbd43e5ce2508fd06b29fd52fc7462719e5cee2dae008b.mp3],[sound:hypertts-ffafe5ca21db80249188b1684cf123571c0dfc31622b99034cf7f098.mp3],,,eight_traits_of_successful_people ted-ed
This was a run my wife and I did up the Inca trail to Machu Picchu in Peru.,"<img src=""eight_traits_of_successful_people_019.jpg"">",[sound:eight_traits_of_successful_people_019.wav],This was a run my wife and I did up the Inca trail to Machu Picchu in Peru,Inca trail: historic trail in Peru,Machu Picchu: ancient Inca city,,,Hiking the Inca trail to Machu Picchu is on many travelers’ bucket lists.,,,,كان هذا مارثون شاركنا به أنا وزوجتي في درب الإنكا في ماتشو بيتشو في بيرو,,这是我和我的妻子,這是我和妻子在秘魯參加的馬拉松,"Avec ma femme, nous avons couru la Piste de l'Inca dans le Machu Picchu.",dus wie is er online iphone app die,Meine Frau und ich liefen den Inkapfad zum Machu Picchu in Peru hoch.,,,Saya dan istri mengikuti lomba lari di jalur Inca menuju Machu Picchu di Peru.,Questa l'ho fatta con mia moglie sul sentiero per Machu Picchu in Perù.,ペルーのマチュピチュに至るインカトレイルを 妻と走った時の写真です,이것은 아내와 제가 페루의 마추피추 잉카 트레일을 달린 것입니다.,,"To bieg szlakiem Inków do Machu Picchu w Peru, wziąłem w nim udział z żoną.","Essa foi uma corrida que fiz com minha esposa em Machu Pichu, no Peru.","Com a minha mulher corremos o trilho inca de Machu Picchu, no Peru.",Это был мой забег с женой вверх по тропе инков до Мачу-Пикчу в Перу.,"Esta es una carrera que hice con mi esposa, el Camino Inca a Machu Picchu en Perú.",ผมกับภรรยาไปวิ่งด้วยกันบนเส้นทางสายอินคา เพื่อไปสู่มาชูปิคชู ในเปรู,Đây là lần mà vợ tôi và tôi chạy từ đường mòn Inca đến Machu Picchu ở Peru.,[sound:hypertts-e50559b4fc3b5608c06c106b902b5b4426b6ab9ff1806970ed55d6fe.mp3],,,,eight_traits_of_successful_people ted-ed
"And to qualify for the 7 continents,<br>we had to run a marathon in Antarctica.","<img src=""eight_traits_of_successful_people_020.jpg"">",[sound:eight_traits_of_successful_people_020.wav],And to qualify for the 7 continents we had to run a marathon in Antarctica,qualify for: meet the requirement for,in Antarctica: on the southernmost continent,,,He worked hard to qualify for the finals.,Penguins are native to life in Antarctica.,,,و لأجل التأهل للقارات السبع<br>كان يجب علينا المشاركة في ماراثون في القارة القطبية الجنوبية,,为了实现在7个大洲跑步的目标<br>我们需要在南极洲跑一次马拉松,為了爭取我們符合跑七大洲的資格<br>我們必須先參加南極洲的馬拉松,"7 continents, ça signifie que nous avons couru en Antarctique.",kool 5 en de 7 comments<br>we hebben van een marathon in en artica,Für den 7-Kontinente-Lauf<br>mussten wir einen Marathon in der Antarktis laufen.,,,"Dan agar bisa mengikuti lomba di tujuh benua,<br>kami harus ikut maraton di Antartika.","Per qualificarci per i sette continenti,<br>dovevamo correre una maratona in Antartide.",７大陸を制覇する為には<br>南極大陸も走らなくてはなりません,7개 대륙을 위한 자격을 얻기 위해<br>우리는 남극에서 마라톤을 달려야 했습니다.,,"Żeby zaliczyć siedem kontynentów, potrzebowaliśmy maratonu na Antarktydzie.","E para se qualificar para os sete continentes,<br>tivemos que correr uma maratona na Antártica.","Para nos qualificarmos para os sete continentes,<br>tivemos que correr uma maratona na Antártida.","Чтобы иметь звание участника на 7 материках,<br>нам пришлось пробежать марафон в Антарктике.","Y para calificarme para los siete continentes,<br>tuvimos que correr un maratón en la Antártida.",และเพื่อจะได้ชื่อว่าวิ่งครบทั้ง 7 ทวีป<br>ผมได้วิ่งมาราธอน ณ ทวีปแอนตาร์กติกา,"Và để đủ điều kiện 7 lục địa,<br>chúng tôi đã chạy marathon tại Nam Cực.",[sound:hypertts-a3e989c2bb72bb835ae7ccc9254ddf10317ebb187f6e057874385548.mp3],[sound:hypertts-4693ae0791b64e908536d971fab25c2be8ddc0378a72e9770bbb95f7.mp3],,,eight_traits_of_successful_people ted-ed
